"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"UDG"	"Genotype_Ploidy"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA6793069"	"PRJEB36854"	"ERR4057498"	"PB357"	"PB357"	"plus"	"haploid"	"ERS4520740"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A2-EX3-UDG1-88-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057498/ERR4057498.fastq.gz"	3399361317	"ce6d33ff0f8d35655d2c35b94a6c9571"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057498/ERR4057498.fastq.gz"	43328744	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057498/PB357-A2-EX3-UDG1-88-PCR1-Hi5.fastq.gz"
"SAMEA6793069"	"PRJEB36854"	"ERR4057499"	"PB357"	"PB357"	"plus"	"haploid"	"ERS4520740"	2020-06-18	2020-06-16	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A2-EX3-UDG1-89-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057499/ERR4057499.fastq.gz"	3228638984	"749ee2d6fda749f9f6053d1f1dcd9b04"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057499/ERR4057499.fastq.gz"	41331375	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057499/PB357-A2-EX3-UDG1-89-PCR1-Hi5.fastq.gz"
"SAMEA6793069"	"PRJEB36854"	"ERR4057500"	"PB357"	"PB357"	"plus"	"haploid"	"ERS4520740"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A2-EX3-UDG1-90-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057500/ERR4057500.fastq.gz"	3517139331	"1b1dd017f1a45388ed61e7a79c188048"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057500/ERR4057500.fastq.gz"	45239695	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057500/PB357-A2-EX3-UDG1-90-PCR1-Hi5.fastq.gz"
"SAMEA6793070"	"PRJEB36854"	"ERR4057501"	"PB443"	"PB443"	"plus"	"haploid"	"ERS4520741"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A3-EX1-LIB1-20-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057501/ERR4057501.fastq.gz"	56793112	"b9c1fab91cc328f648104e3082f39a92"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057501/ERR4057501.fastq.gz"	1159038	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057501/PB443-A3-EX1-LIB1-20-PCR1-Mi07.fastq.gz"
"SAMEA6793070"	"PRJEB36854"	"ERR4057502"	"PB443"	"PB443"	"plus"	"haploid"	"ERS4520741"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A3-EX2-LIB1-21-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057502/ERR4057502.fastq.gz"	17146084	"b6069c8f5a7eff4ce1b9bff0345fe1cb"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057502/ERR4057502.fastq.gz"	358372	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057502/PB443-A3-EX2-LIB1-21-PCR1-Mi07.fastq.gz"
"SAMEA6793070"	"PRJEB36854"	"ERR4057503"	"PB443"	"PB443"	"plus"	"haploid"	"ERS4520741"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A3-EX3-LIB1-22-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057503/ERR4057503.fastq.gz"	10795020	"79f3d13f2bba9e3254afee03d579fe1a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057503/ERR4057503.fastq.gz"	228251	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057503/PB443-A3-EX3-LIB1-22-PCR2-Mi07.fastq.gz"
"SAMEA6793070"	"PRJEB36854"	"ERR4057504"	"PB443"	"PB443"	"plus"	"haploid"	"ERS4520741"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A3-EX3-LIB1-22-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057504/ERR4057504.fastq.gz"	34608110	"a61a8a1bf3d9c3378bd84b3fc6593a78"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057504/ERR4057504.fastq.gz"	727571	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057504/PB443-A3-EX3-LIB1-22-PCR2-Mi08.fastq.gz"
"SAMEA6793070"	"PRJEB36854"	"ERR4057505"	"PB443"	"PB443"	"plus"	"haploid"	"ERS4520741"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A3-EX3-UDG1-101-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057505/ERR4057505.fastq.gz"	2731810452	"a6f74b561a28a7b00bbe81769186a166"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057505/ERR4057505.fastq.gz"	36346056	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057505/PB443-A3-EX3-UDG1-101-PCR2-Hi5.fastq.gz"
"SAMEA6793070"	"PRJEB36854"	"ERR4057506"	"PB443"	"PB443"	"plus"	"haploid"	"ERS4520741"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A3-EX3-UDG1-102-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057506/ERR4057506.fastq.gz"	3610870399	"d5efd55e5ba67e856da4dbdcee0bb520"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057506/ERR4057506.fastq.gz"	47723745	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057506/PB443-A3-EX3-UDG1-102-PCR2-Hi5.fastq.gz"
"SAMEA6793070"	"PRJEB36854"	"ERR4057507"	"PB443"	"PB443"	"plus"	"haploid"	"ERS4520741"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A3-EX3-UDG1-106-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057507/ERR4057507.fastq.gz"	2478939398	"47dc10c4a49c4c8deaa56aefd6d6eb23"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057507/ERR4057507.fastq.gz"	32943642	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057507/PB443-A3-EX3-UDG1-106-PCR2-Hi5.fastq.gz"
"SAMEA6793070"	"PRJEB36854"	"ERR4057508"	"PB443"	"PB443"	"plus"	"haploid"	"ERS4520741"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A3-EX3-UDG1-111-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057508/ERR4057508.fastq.gz"	2809398890	"5314f1cd7f236c51444296fa94a484e7"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057508/ERR4057508.fastq.gz"	37222215	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057508/PB443-A3-EX3-UDG1-111-PCR2-Hi5.fastq.gz"
"SAMEA6793071"	"PRJEB36854"	"ERR4057509"	"PB581"	"PB581"	"plus"	"haploid"	"ERS4520742"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A2-EX3-LIB1-72-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057509/ERR4057509.fastq.gz"	52038832	"7bd6f486deb376d3324b8f7936af57e5"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057509/ERR4057509.fastq.gz"	1020066	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057509/PB581-A2-EX3-LIB1-72-PCR1-Mi09.fastq.gz"
"SAMEA6793071"	"PRJEB36854"	"ERR4057510"	"PB581"	"PB581"	"plus"	"haploid"	"ERS4520742"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A2-EX3-UDG1-50-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057510/ERR4057510.fastq.gz"	3454887009	"ccdfeb90dbd0c11eb5bffad3b976e5b9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057510/ERR4057510.fastq.gz"	45537039	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057510/PB581-A2-EX3-UDG1-50-PCR2-Hi5.fastq.gz"
"SAMEA6793071"	"PRJEB36854"	"ERR4057511"	"PB581"	"PB581"	"plus"	"haploid"	"ERS4520742"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A2-EX3-UDG1-57-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057511/ERR4057511.fastq.gz"	3244805870	"4c7439978ff902ba6a52dbf04bc8e086"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057511/ERR4057511.fastq.gz"	42416772	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057511/PB581-A2-EX3-UDG1-57-PCR1-Hi5.fastq.gz"
"SAMEA6793071"	"PRJEB36854"	"ERR4057512"	"PB581"	"PB581"	"plus"	"haploid"	"ERS4520742"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A2-EX3-UDG1-59-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057512/ERR4057512.fastq.gz"	3125836085	"9322a2d1f9120a6303b5c9b36bdb1a63"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057512/ERR4057512.fastq.gz"	41178108	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057512/PB581-A2-EX3-UDG1-59-PCR1-Hi5.fastq.gz"
"SAMEA6793071"	"PRJEB36854"	"ERR4057513"	"PB581"	"PB581"	"plus"	"haploid"	"ERS4520742"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A2-EX3-UDG1-72-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057513/ERR4057513.fastq.gz"	3178293044	"9751356b0b4cd9db3838b760e7d5db16"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057513/ERR4057513.fastq.gz"	41241490	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057513/PB581-A2-EX3-UDG1-72-PCR1-Hi5.fastq.gz"
"SAMEA6793072"	"PRJEB36854"	"ERR4057514"	"PB672"	"PB672"	"plus"	"haploid"	"ERS4520743"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-LIB1-79-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057514/ERR4057514.fastq.gz"	131501964	"4f969db4751e928904f914fb12a605f8"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057514/ERR4057514.fastq.gz"	2654929	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057514/PB672-B-EX3-LIB1-79-PCR1-Mi09.fastq.gz"
"SAMEA6793072"	"PRJEB36854"	"ERR4057515"	"PB672"	"PB672"	"plus"	"haploid"	"ERS4520743"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-77-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057515/ERR4057515.fastq.gz"	3110675184	"b201e2e4bb7d6436f5c089ce083b5804"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057515/ERR4057515.fastq.gz"	39186767	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057515/PB672-B-EX3-UDG1-77-PCR2-Hi5.fastq.gz"
"SAMEA6793072"	"PRJEB36854"	"ERR4057516"	"PB672"	"PB672"	"plus"	"haploid"	"ERS4520743"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-78-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057516/ERR4057516.fastq.gz"	4216096267	"7c4a69abb39deb253f775cb9394e9e37"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057516/ERR4057516.fastq.gz"	52723689	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057516/PB672-B-EX3-UDG1-78-PCR1-Hi5.fastq.gz"
"SAMEA6793072"	"PRJEB36854"	"ERR4057517"	"PB672"	"PB672"	"plus"	"haploid"	"ERS4520743"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-80-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057517/ERR4057517.fastq.gz"	3880796044	"4b0bd434a3611d4d6e67228d513c690d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057517/ERR4057517.fastq.gz"	48496372	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057517/PB672-B-EX3-UDG1-80-PCR1-Hi5.fastq.gz"
"SAMEA6793072"	"PRJEB36854"	"ERR4057518"	"PB672"	"PB672"	"plus"	"haploid"	"ERS4520743"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"B-EX3-UDG1-81-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057518/ERR4057518.fastq.gz"	3558152681	"80ba73bffd452c20dd348ebf26fba51a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057518/ERR4057518.fastq.gz"	44952262	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057518/PB672-B-EX3-UDG1-81-PCR1-Hi5.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057519"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina MiSeq"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-LIB1-80-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057519/ERR4057519.fastq.gz"	84392090	"03c97b1688ae41c29c2c8350d5255d2b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057519/ERR4057519.fastq.gz"	1737933	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057519/PB675-A1-EX3-LIB1-80-PCR1-Mi09.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057520"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-100-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057520/ERR4057520.fastq.gz"	3193348538	"ab25d4cbac5b49a420090ec37349567f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057520/ERR4057520.fastq.gz"	45435932	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057520/PB675-A1-EX3-UDG1-100-PCR2-Hi5.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057521"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-107-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057521/ERR4057521.fastq.gz"	2619703532	"31abee7ed04957848840067bdb434430"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057521/ERR4057521.fastq.gz"	37028560	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057521/PB675-A1-EX3-UDG1-107-PCR2-Hi5.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057522"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-109-PCR2"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057522/ERR4057522.fastq.gz"	2223986298	"ec788f8536ef868756e2c1e22b863436"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057522/ERR4057522.fastq.gz"	30695234	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057522/PB675-A1-EX3-UDG1-109-PCR2-Hi5.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057523"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-113-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057523/ERR4057523.fastq.gz"	2796391360	"a5663522033f537d9bcb6b1160dd1d93"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057523/ERR4057523.fastq.gz"	39674564	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057523/PB675-A1-EX3-UDG1-113-PCR1-Hi5.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057524"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-37-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057524/ERR4057524.fastq.gz"	2775406089	"4e80adef2aefdc8575ea2a465eb57802"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057524/ERR4057524.fastq.gz"	49840540	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057524/PB675-A1-EX3-UDG1-37-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057525"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-38-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057525/ERR4057525.fastq.gz"	2273015020	"197cbd622dc8de31e228143992669e74"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057525/ERR4057525.fastq.gz"	41317277	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057525/PB675-A1-EX3-UDG1-38-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057526"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-39-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/006/ERR4057526/ERR4057526.fastq.gz"	1891832404	"7cb0a41fcbdf8172581c568021355925"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4057526/ERR4057526.fastq.gz"	34131524	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057526/PB675-A1-EX3-UDG1-39-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057527"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-40-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/007/ERR4057527/ERR4057527.fastq.gz"	2396276814	"c627cd736cb8dd5c5e0b34a99d6c70ca"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4057527/ERR4057527.fastq.gz"	43435119	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057527/PB675-A1-EX3-UDG1-40-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057528"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-41-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/008/ERR4057528/ERR4057528.fastq.gz"	2022544183	"1d625ea62736e554434c093ea312bdcf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4057528/ERR4057528.fastq.gz"	36407719	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057528/PB675-A1-EX3-UDG1-41-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057529"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG1-42-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/009/ERR4057529/ERR4057529.fastq.gz"	2274792575	"b2e9414dbc2652475a1a2b8f5f6fd008"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4057529/ERR4057529.fastq.gz"	40348237	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057529/PB675-A1-EX3-UDG1-42-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057530"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG2-43-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/000/ERR4057530/ERR4057530.fastq.gz"	6083869739	"58a15135d92849c9ef42659b3a34586a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4057530/ERR4057530.fastq.gz"	110203280	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057530/PB675-A1-EX3-UDG2-43-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057531"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG2-44-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/001/ERR4057531/ERR4057531.fastq.gz"	2892859580	"842ddc60c7026a1f25e73991dd47477f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4057531/ERR4057531.fastq.gz"	52222952	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057531/PB675-A1-EX3-UDG2-44-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057532"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG2-45-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/002/ERR4057532/ERR4057532.fastq.gz"	4423967865	"9ec99cd1b80a4a03fac206c88e98b276"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4057532/ERR4057532.fastq.gz"	80054629	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057532/PB675-A1-EX3-UDG2-45-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057533"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG2-46-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/003/ERR4057533/ERR4057533.fastq.gz"	3908469268	"7447b8d49be08221b20edee40adb07c9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4057533/ERR4057533.fastq.gz"	70213712	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057533/PB675-A1-EX3-UDG2-46-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057534"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG2-47-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/004/ERR4057534/ERR4057534.fastq.gz"	3930219775	"0b17b61d56ae6fe02d72ee6daacf46d1"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4057534/ERR4057534.fastq.gz"	72168267	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057534/PB675-A1-EX3-UDG2-47-PCR1-Hi12.fastq.gz"
"SAMEA6793073"	"PRJEB36854"	"ERR4057535"	"PB675"	"PB675"	"plus"	"haploid"	"ERS4520744"	2020-06-18	2020-04-23	"Illumina HiSeq 2500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"A1-EX3-UDG2-48-PCR1"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR405/005/ERR4057535/ERR4057535.fastq.gz"	3451761673	"85d0c2042b8b2033077f3e63f58c9de3"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4057535/ERR4057535.fastq.gz"	63262218	"ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4057535/PB675-A1-EX3-UDG2-48-PCR1-Hi12.fastq.gz"
