"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"Library_Built"	"UDG"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA5229328"	"PRJEB30874"	"ERR3078623"	"I1846"	"I1846"	"ds"	"half"	"ERS3036770"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S1846.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078623/ERR3078623.fastq.gz"	528097	"dd82ff960f6bedf45150acb9f30ef8c2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078623/ERR3078623.fastq.gz"	22063	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078623/S1846.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078623/S1846.E1.L2_MT.bam.bai"
"SAMEA5229387"	"PRJEB30874"	"ERR3078624"	"I1977"	"I1977"	"ds"	"half"	"ERS3036829"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S1977.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078624/ERR3078624.fastq.gz"	1665184	"3c1175893ec93858588727d844c03ca6"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078624/ERR3078624.fastq.gz"	84975	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078624/S1977.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078624/S1977.E1.L1_MT.bam.bai"
"SAMEA5229329"	"PRJEB30874"	"ERR3078625"	"I1978"	"I1978"	"ds"	"half"	"ERS3036771"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S1978.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078625/ERR3078625.fastq.gz"	420456	"5e17225b7a70d455009414761c6edf25"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078625/ERR3078625.fastq.gz"	16740	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078625/S1978.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078625/S1978.E1.L2_MT.bam.bai"
"SAMEA5229391"	"PRJEB30874"	"ERR3078626"	"I1982"	"I1982"	"ds"	"half"	"ERS3036833"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S1982.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078626/ERR3078626.fastq.gz"	30092	"d57178649c71524988413bedb8e6159b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078626/ERR3078626.fastq.gz"	929	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078626/S1982.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078626/S1982.E1.L2_MT.bam.bai"
"SAMEA5229385"	"PRJEB30874"	"ERR3078627"	"I2469"	"I2469_published"	"ds"	"half"	"ERS3036827"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S2469.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/007/ERR3078627/ERR3078627.fastq.gz"	641808	"d34ba5bf58c2f6bf998d6d71e1434e58"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/007/ERR3078627/ERR3078627.fastq.gz"	26107	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078627/S2469.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078627/S2469.E1.L2_MT.bam.bai"
"SAMEA5229389"	"PRJEB30874"	"ERR3078628"	"I2470"	"I2470_published"	"ds"	"half"	"ERS3036831"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S2470.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/008/ERR3078628/ERR3078628.fastq.gz"	638913	"a774484ec690af1014f08df0315f520d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/008/ERR3078628/ERR3078628.fastq.gz"	29674	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078628/S2470.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078628/S2470.E1.L1_MT.bam.bai"
"SAMEA5229388"	"PRJEB30874"	"ERR3078629"	"I2472"	"I2472"	"ds"	"half"	"ERS3036830"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S2472.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/009/ERR3078629/ERR3078629.fastq.gz"	2244420	"677bb6b68312fdbc0308a612a6485328"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/009/ERR3078629/ERR3078629.fastq.gz"	114161	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078629/S2472.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078629/S2472.E1.L1_MT.bam.bai"
"SAMEA5229447"	"PRJEB30874"	"ERR3078630"	"I3322"	"I3322"	"ds"	"half"	"ERS3036888"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3322.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/000/ERR3078630/ERR3078630.fastq.gz"	4244350	"2f087aa2fa428a40f132756290028132"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/000/ERR3078630/ERR3078630.fastq.gz"	191419	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078630/S3322.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078630/S3322.E1.L1_MT.bam.bai"
"SAMEA5229435"	"PRJEB30874"	"ERR3078631"	"I3324"	"I3324"	"ds"	"half"	"ERS3036876"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3324.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/001/ERR3078631/ERR3078631.fastq.gz"	3946821	"196506686331e1d381a47157094284e6"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/001/ERR3078631/ERR3078631.fastq.gz"	185132	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078631/S3324.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078631/S3324.E1.L1_MT.bam.bai"
"SAMEA5229364"	"PRJEB30874"	"ERR3078632"	"I3432"	"I3432"	"ds"	"half"	"ERS3036806"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3432.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/002/ERR3078632/ERR3078632.fastq.gz"	1654264	"3c522163d6ac393592be75cf03f319c1"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/002/ERR3078632/ERR3078632.fastq.gz"	75614	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078632/S3432.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078632/S3432.E1.L1_MT.bam.bai"
"SAMEA5229367"	"PRJEB30874"	"ERR3078633"	"I3484"	"I3484"	"ds"	"half"	"ERS3036809"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3484.E1.L2_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078633/ERR3078633.fastq.gz"	148997	"ba195065ca2cf71b5d69965e1aa318c9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078633/ERR3078633.fastq.gz"	6375	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078633/S3484.E1.L2_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078633/S3484.E1.L2_MT.bam.bai"
"SAMEA5229366"	"PRJEB30874"	"ERR3078634"	"I3485"	"I3485"	"ds"	"half"	"ERS3036808"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3485.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078634/ERR3078634.fastq.gz"	786234	"4c150021861d4a6a2186f4073295ea5e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078634/ERR3078634.fastq.gz"	37641	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078634/S3485.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078634/S3485.E1.L1_MT.bam.bai"
"SAMEA5229408"	"PRJEB30874"	"ERR3078635"	"I3486"	"I3486"	"ds"	"half"	"ERS3036850"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3486.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078635/ERR3078635.fastq.gz"	3831290	"0b2e5657216c463f8aae48f14a77f01d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078635/ERR3078635.fastq.gz"	162559	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078635/S3486.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078635/S3486.E1.L1_MT.bam.bai"
"SAMEA5229410"	"PRJEB30874"	"ERR3078636"	"I3487"	"I3487"	"ds"	"half"	"ERS3036852"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3487.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078636/ERR3078636.fastq.gz"	1019077	"5fa384147e35b43ac8e41eefb57720bf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078636/ERR3078636.fastq.gz"	46262	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078636/S3487.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078636/S3487.E1.L1_MT.bam.bai"
"SAMEA5229409"	"PRJEB30874"	"ERR3078637"	"I3488"	"I3488"	"ds"	"half"	"ERS3036851"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3488.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/007/ERR3078637/ERR3078637.fastq.gz"	10446323	"d047a1a5ac811fb0e2c4fb9322dcb2bc"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/007/ERR3078637/ERR3078637.fastq.gz"	456703	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078637/S3488.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078637/S3488.E1.L1_MT.bam.bai"
"SAMEA5229377"	"PRJEB30874"	"ERR3078638"	"I3490"	"I3490"	"ds"	"half"	"ERS3036819"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3490.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/008/ERR3078638/ERR3078638.fastq.gz"	3351209	"3fb594fc13269fc477d4d29c1149efca"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/008/ERR3078638/ERR3078638.fastq.gz"	141711	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078638/S3490.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078638/S3490.E1.L1_MT.bam.bai"
"SAMEA5229378"	"PRJEB30874"	"ERR3078639"	"I3491"	"I3491"	"ds"	"half"	"ERS3036820"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3491.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/009/ERR3078639/ERR3078639.fastq.gz"	968144	"1af22bcaf1fb8f43b3ab89e729b276ee"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/009/ERR3078639/ERR3078639.fastq.gz"	41768	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078639/S3491.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078639/S3491.E1.L1_MT.bam.bai"
"SAMEA5229382"	"PRJEB30874"	"ERR3078640"	"I3493"	"I3493"	"ds"	"half"	"ERS3036824"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3493.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/000/ERR3078640/ERR3078640.fastq.gz"	759678	"2580fb750ae59baae91a73a979e9dc9d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/000/ERR3078640/ERR3078640.fastq.gz"	33459	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078640/S3493.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078640/S3493.E1.L1_MT.bam.bai"
"SAMEA5229413"	"PRJEB30874"	"ERR3078641"	"I3494"	"I3494"	"ds"	"half"	"ERS3036855"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3494.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/001/ERR3078641/ERR3078641.fastq.gz"	4779581	"16c974c5e3db578f38a271d8346bf020"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/001/ERR3078641/ERR3078641.fastq.gz"	203325	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078641/S3494.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078641/S3494.E1.L1_MT.bam.bai"
"SAMEA5229431"	"PRJEB30874"	"ERR3078642"	"I3496"	"I3496_published"	"ds"	"half"	"ERS3036872"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3496.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/002/ERR3078642/ERR3078642.fastq.gz"	784013	"1edc4310744eb08b580289480aa49e6a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/002/ERR3078642/ERR3078642.fastq.gz"	35954	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078642/S3496.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078642/S3496.E1.L1_MT.bam.bai"
"SAMEA5229511"	"PRJEB30874"	"ERR3078643"	"I3574"	"I3574"	"ds"	"half"	"ERS3036952"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3574.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078643/ERR3078643.fastq.gz"	992311	"04dd54a4305612fd55570c6a3646b00d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078643/ERR3078643.fastq.gz"	49215	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078643/S3574.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078643/S3574.E1.L1_MT.bam.bai"
"SAMEA5229515"	"PRJEB30874"	"ERR3078644"	"I3575"	"I3575"	"ds"	"half"	"ERS3036956"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3575.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078644/ERR3078644.fastq.gz"	447599	"fff0f6c7339521a0e366365d58b0ef68"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078644/ERR3078644.fastq.gz"	19253	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078644/S3575.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078644/S3575.E1.L1_MT.bam.bai"
"SAMEA5229518"	"PRJEB30874"	"ERR3078645"	"I3576"	"I3576"	"ds"	"half"	"ERS3036959"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3576.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078645/ERR3078645.fastq.gz"	2008454	"bfa3bf6599dd08b5220080453d830cb4"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078645/ERR3078645.fastq.gz"	84178	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078645/S3576.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078645/S3576.E1.L1_MT.bam.bai"
"SAMEA5229510"	"PRJEB30874"	"ERR3078646"	"I3577"	"I3577"	"ds"	"half"	"ERS3036951"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3577.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078646/ERR3078646.fastq.gz"	1275592	"9412f4fac604cf7c13d04271543c85e2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078646/ERR3078646.fastq.gz"	57715	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078646/S3577.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078646/S3577.E1.L1_MT.bam.bai"
"SAMEA5229514"	"PRJEB30874"	"ERR3078647"	"I3578"	"I3578"	"ds"	"half"	"ERS3036955"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3578.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/007/ERR3078647/ERR3078647.fastq.gz"	2119083	"70e14e605cd7bac47435ada6e1c2faba"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/007/ERR3078647/ERR3078647.fastq.gz"	91486	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078647/S3578.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078647/S3578.E1.L1_MT.bam.bai"
"SAMEA5229512"	"PRJEB30874"	"ERR3078648"	"I3579"	"I3579"	"ds"	"half"	"ERS3036953"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3579.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/008/ERR3078648/ERR3078648.fastq.gz"	1388602	"fadd52a97fc8974705b0995150297d0e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/008/ERR3078648/ERR3078648.fastq.gz"	64785	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078648/S3579.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078648/S3579.E1.L1_MT.bam.bai"
"SAMEA5229517"	"PRJEB30874"	"ERR3078649"	"I3581"	"I3581"	"ds"	"half"	"ERS3036958"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3581.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/009/ERR3078649/ERR3078649.fastq.gz"	970382	"fee269262185859bf8d0d7f7b6caf4bf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/009/ERR3078649/ERR3078649.fastq.gz"	42948	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078649/S3581.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078649/S3581.E1.L1_MT.bam.bai"
"SAMEA5229516"	"PRJEB30874"	"ERR3078650"	"I3582"	"I3582"	"ds"	"half"	"ERS3036957"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3582.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/000/ERR3078650/ERR3078650.fastq.gz"	917448	"0ad1e1d50645c2afd06f6b68c0285f62"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/000/ERR3078650/ERR3078650.fastq.gz"	40972	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078650/S3582.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078650/S3582.E1.L1_MT.bam.bai"
"SAMEA5229513"	"PRJEB30874"	"ERR3078651"	"I3583"	"I3583_published"	"ds"	"half"	"ERS3036954"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3583.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/001/ERR3078651/ERR3078651.fastq.gz"	499365	"d690c413cd9dc0d323150a0bf67962cc"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/001/ERR3078651/ERR3078651.fastq.gz"	22430	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078651/S3583.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078651/S3583.E1.L1_MT.bam.bai"
"SAMEA5229519"	"PRJEB30874"	"ERR3078652"	"I3584"	"I3584_published"	"ds"	"half"	"ERS3036960"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3584.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/002/ERR3078652/ERR3078652.fastq.gz"	136283	"34c19bd3b9ffd6b90b0a235cc93fdd94"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/002/ERR3078652/ERR3078652.fastq.gz"	5412	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078652/S3584.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078652/S3584.E1.L1_MT.bam.bai"
"SAMEA5229520"	"PRJEB30874"	"ERR3078653"	"I3585"	"I3585"	"ds"	"half"	"ERS3036961"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3585.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/003/ERR3078653/ERR3078653.fastq.gz"	3113918	"695e8941cdf6b9651da532b1f1c54c92"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/003/ERR3078653/ERR3078653.fastq.gz"	135333	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078653/S3585.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078653/S3585.E1.L1_MT.bam.bai"
"SAMEA5229374"	"PRJEB30874"	"ERR3078654"	"I3756"	"I3756"	"ds"	"half"	"ERS3036816"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3756.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/004/ERR3078654/ERR3078654.fastq.gz"	1898255	"d2c37f3e0d25b84979446b2400fdf074"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/004/ERR3078654/ERR3078654.fastq.gz"	88478	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078654/S3756.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078654/S3756.E1.L1_MT.bam.bai"
"SAMEA5229429"	"PRJEB30874"	"ERR3078655"	"I3759"	"I3759"	"ds"	"half"	"ERS3036870"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3759.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/005/ERR3078655/ERR3078655.fastq.gz"	2240128	"dc4092f039a88e28db55fa0fc3ce03c8"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/005/ERR3078655/ERR3078655.fastq.gz"	107275	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078655/S3759.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078655/S3759.E1.L1_MT.bam.bai"
"SAMEA5229483"	"PRJEB30874"	"ERR3078656"	"I3775"	"I3775"	"ds"	"half"	"ERS3036924"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3775.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/006/ERR3078656/ERR3078656.fastq.gz"	427924	"50feb063e86562183caeadcf9bea84c6"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/006/ERR3078656/ERR3078656.fastq.gz"	19198	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078656/S3775.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078656/S3775.E1.L1_MT.bam.bai"
"SAMEA5229481"	"PRJEB30874"	"ERR3078657"	"I3776"	"I3776"	"ds"	"half"	"ERS3036922"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3776.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/007/ERR3078657/ERR3078657.fastq.gz"	1382914	"0f0bb49b6aab86b0445585e6f87a6f44"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/007/ERR3078657/ERR3078657.fastq.gz"	62613	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078657/S3776.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078657/S3776.E1.L1_MT.bam.bai"
"SAMEA5229484"	"PRJEB30874"	"ERR3078658"	"I3777"	"I3777"	"ds"	"half"	"ERS3036925"	2019-03-13	2019-01-19	"NextSeq 500"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"S3777.E1.L1_MT"	"OTHER"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR307/008/ERR3078658/ERR3078658.fastq.gz"	996365	"4bc6cac6e5e2b9cd8db281c7712b0174"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR307/008/ERR3078658/ERR3078658.fastq.gz"	46234	"ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078658/S3777.E1.L1_MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR307/ERR3078658/S3777.E1.L1_MT.bam.bai"
